iShares ESG Aware MSCI USA ETF
Fund Holdings as of,"Sep 16, 2026"
Inception Date,"Dec 01, 2016"
Shares Outstanding,"107,800,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"

Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"J","JACOBS SOLUTIONS INC","Industrials","Equity","25,654,864.08","0.14","25,654,864.08","178,792.00","143.49","United States","NYSE","USD","1.00","USD","-"
"DVN","DEVON ENERGY","Energy","Equity","25,233,897.64","0.14","25,233,897.64","520,931.00","48.44","United States","NYSE","USD","1.00","USD","-"
"DAL","DELTA AIR LINES","Industrials","Equity","25,227,154.55","0.14","25,227,154.55","323,965.00","77.87","United States","NYSE","USD","1.00","USD","-"
"CARR","CARRIER GLOBAL","Industrials","Equity","25,165,136.88","0.14","25,165,136.88","463,788.00","54.26","United States","NYSE","USD","1.00","USD","-"
"TSCO","TRACTOR SUPPLY","Consumer Discretionary","Equity","25,127,017.30","0.14","25,127,017.30","766,535.00","32.78","United States","NASDAQ","USD","1.00","USD","-"
"VLTO","VERALTO CORP","Industrials","Equity","24,606,601.00","0.14","24,606,601.00","256,988.00","95.75","United States","NYSE","USD","1.00","USD","-"
"CBRE","CBRE GROUP CLASS A","Real Estate","Equity","24,170,267.84","0.14","24,170,267.84","174,439.00","138.56","United States","NYSE","USD","1.00","USD","-"
"OKTA","OKTA CLASS A","Information Technology","Equity","24,125,825.64","0.14","24,125,825.64","128,247.00","188.12","United States","NASDAQ","USD","1.00","USD","-"
"OKE","ONEOK","Energy","Equity","23,744,826.90","0.13","23,744,826.90","256,147.00","92.70","United States","NYSE","USD","1.00","USD","-"
"PPG","PPG INDUSTRIES","Materials","Equity","23,709,418.06","0.13","23,709,418.06","225,847.00","104.98","United States","NYSE","USD","1.00","USD","-"
"BG","BUNGE GLOBAL SA","Consumer Staples","Equity","23,688,371.20","0.13","23,688,371.20","202,240.00","117.13","United States","NYSE","USD","1.00","USD","-"
"BE","BLOOM ENERGY CLASS A","Industrials","Equity","23,655,102.10","0.13","23,655,102.10","87,605.00","270.02","United States","NYSE","USD","1.00","USD","-"
"BKR","BAKER HUGHES CLASS A","Energy","Equity","23,595,714.56","0.13","23,595,714.56","418,958.00","56.32","United States","NASDAQ","USD","1.00","USD","-"
"IQV","IQVIA HOLDINGS","Health Care","Equity","23,193,789.60","0.13","23,193,789.60","86,280.00","268.82","United States","NYSE","USD","1.00","USD","-"
"ETR","ENTERGY CORP","Utilities","Equity","23,130,152.24","0.13","23,130,152.24","226,057.00","102.32","United States","NYSE","USD","1.00","USD","-"
"CBOE","CBOE GLOBAL MARKETS","Financials","Equity","22,839,706.51","0.13","22,839,706.51","84,457.00","270.43","United States","Cboe BZX","USD","1.00","USD","-"
"ABT","ABBOTT LABORATORIES","Health Care","Equity","22,702,014.96","0.13","22,702,014.96","221,786.00","102.36","United States","NYSE","USD","1.00","USD","-"
"NTAP","NETAPP INC","Information Technology","Equity","22,314,329.70","0.13","22,314,329.70","116,530.00","191.49","United States","NASDAQ","USD","1.00","USD","-"
"EQT","EQT","Energy","Equity","22,018,432.67","0.12","22,018,432.67","436,787.00","50.41","United States","NYSE","USD","1.00","USD","-"
"JCI","JOHNSON CONTROLS INTERNATIONAL PLC","Industrials","Equity","21,987,488.16","0.12","21,987,488.16","156,528.00","140.47","United States","NYSE","USD","1.00","USD","-"
"WAT","WATERS CORP","Health Care","Equity","21,661,270.88","0.12","21,661,270.88","51,742.00","418.64","United States","NYSE","USD","1.00","USD","-"
"BMY","BRISTOL MYERS SQUIBB","Health Care","Equity","21,531,907.20","0.12","21,531,907.20","338,552.00","63.60","United States","NYSE","USD","1.00","USD","-"
"PEG","PUBLIC SERVICE ENTERPRISE GROUP","Utilities","Equity","21,306,841.83","0.12","21,306,841.83","302,697.00","70.39","United States","NYSE","USD","1.00","USD","-"
"NXPI","NXP SEMICONDUCTORS NV","Information Technology","Equity","20,789,523.24","0.12","20,789,523.24","94,938.00","218.98","United States","NASDAQ","USD","1.00","USD","-"
"MPC","MARATHON PETROLEUM","Energy","Equity","20,780,853.60","0.12","20,780,853.60","50,205.00","413.92","United States","NYSE","USD","1.00","USD","-"
"CHRW","CH ROBINSON WORLDWIDE","Industrials","Equity","20,604,575.26","0.12","20,604,575.26","134,258.00","153.47","United States","NASDAQ","USD","1.00","USD","-"
"FTI","TECHNIPFMC PLC","Energy","Equity","20,480,219.22","0.12","20,480,219.22","281,399.00","72.78","United States","NYSE","USD","1.00","USD","-"
"MCD","MCDONALDS CORP","Consumer Discretionary","Equity","20,251,923.12","0.11","20,251,923.12","81,477.00","248.56","United States","NYSE","USD","1.00","USD","-"
"RPRX","ROYALTY PHARMA PLC CLASS A","Health Care","Equity","20,145,429.21","0.11","20,145,429.21","344,543.00","58.47","United States","NASDAQ","USD","1.00","USD","-"
"LITE","LUMENTUM HOLDINGS","Information Technology","Equity","20,121,988.40","0.11","20,121,988.40","21,886.00","919.40","United States","NASDAQ","USD","1.00","USD","-"
"NUE","NUCOR","Materials","Equity","20,005,886.60","0.11","20,005,886.60","76,745.00","260.68","United States","NYSE","USD","1.00","USD","-"
"HOOD","ROBINHOOD MARKETS CLASS A","Financials","Equity","19,746,135.26","0.11","19,746,135.26","189,103.00","104.42","United States","NASDAQ","USD","1.00","USD","-"
"KR","KROGER","Consumer Staples","Equity","19,678,336.98","0.11","19,678,336.98","321,857.00","61.14","United States","NYSE","USD","1.00","USD","-"
"EXE","EXPAND ENERGY","Energy","Equity","19,627,069.50","0.11","19,627,069.50","221,175.00","88.74","United States","NASDAQ","USD","1.00","USD","-"
"TWLO","TWILIO CLASS A","Information Technology","Equity","19,499,296.64","0.11","19,499,296.64","81,628.00","238.88","United States","NYSE","USD","1.00","USD","-"
"WSM","WILLIAMS SONOMA INC","Consumer Discretionary","Equity","19,374,414.40","0.11","19,374,414.40","88,792.00","218.20","United States","NYSE","USD","1.00","USD","-"
"APP","APPLOVIN CLASS A","Communication","Equity","19,033,223.04","0.11","19,033,223.04","58,284.00","326.56","United States","NASDAQ","USD","1.00","USD","-"
"KDP","KEURIG DR PEPPER INC","Consumer Staples","Equity","19,022,696.40","0.11","19,022,696.40","598,198.00","31.80","United States","NASDAQ","USD","1.00","USD","-"
"IP","INTERNATIONAL PAPER","Materials","Equity","18,896,964.84","0.11","18,896,964.84","554,814.00","34.06","United States","NYSE","USD","1.00","USD","-"
"ZS","ZSCALER","Information Technology","Equity","18,781,545.30","0.11","18,781,545.30","98,035.00","191.58","United States","NASDAQ","USD","1.00","USD","-"
"BBY","BEST BUY","Consumer Discretionary","Equity","18,769,753.70","0.11","18,769,753.70","203,026.00","92.45","United States","NYSE","USD","1.00","USD","-"
"DDOG","DATADOG INC CLASS A","Information Technology","Equity","18,755,149.35","0.11","18,755,149.35","81,265.00","230.79","United States","NASDAQ","USD","1.00","USD","-"
"STLD","STEEL DYNAMICS INC","Materials","Equity","18,676,755.54","0.11","18,676,755.54","78,398.00","238.23","United States","NASDAQ","USD","1.00","USD","-"
"CVX","CHEVRON","Energy","Equity","18,637,097.08","0.11","18,637,097.08","88,102.00","211.54","United States","NYSE","USD","1.00","USD","-"
"WST","WEST PHARMACEUTICAL SERVICES","Health Care","Equity","18,586,317.42","0.10","18,586,317.42","51,342.00","362.01","United States","NYSE","USD","1.00","USD","-"
"CME","CME GROUP CLASS A","Financials","Equity","18,564,334.56","0.10","18,564,334.56","68,136.00","272.46","United States","NASDAQ","USD","1.00","USD","-"
"HUM","HUMANA","Health Care","Equity","18,443,476.80","0.10","18,443,476.80","47,940.00","384.72","United States","NYSE","USD","1.00","USD","-"
"HLT","HILTON WORLDWIDE HOLDINGS","Consumer Discretionary","Equity","18,293,483.65","0.10","18,293,483.65","59,855.00","305.63","United States","NYSE","USD","1.00","USD","-"
"COHR","COHERENT","Information Technology","Equity","18,264,140.35","0.10","18,264,140.35","62,995.00","289.93","United States","NYSE","USD","1.00","USD","-"
"DG","DOLLAR GENERAL CORP","Consumer Staples","Equity","18,213,844.68","0.10","18,213,844.68","148,068.00","123.01","United States","NYSE","USD","1.00","USD","-"
"MSI","MOTOROLA SOLUTIONS INC","Information Technology","Equity","18,031,591.62","0.10","18,031,591.62","39,154.00","460.53","United States","NYSE","USD","1.00","USD","-"
"TEL","TE CONNECTIVITY PLC","Information Technology","Equity","17,991,149.40","0.10","17,991,149.40","88,977.00","202.20","United States","NYSE","USD","1.00","USD","-"
"GM","GENERAL MOTORS","Consumer Discretionary","Equity","17,968,605.04","0.10","17,968,605.04","213,176.00","84.29","United States","NYSE","USD","1.00","USD","-"
"RMD","RESMED","Health Care","Equity","17,924,016.00","0.10","17,924,016.00","78,528.00","228.25","United States","NYSE","USD","1.00","USD","-"
"CSX","CSX","Industrials","Equity","17,880,686.80","0.10","17,880,686.80","373,292.00","47.90","United States","NASDAQ","USD","1.00","USD","-"
"ALNY","ALNYLAM PHARMACEUTICALS","Health Care","Equity","17,873,729.28","0.10","17,873,729.28","74,673.00","239.36","United States","NASDAQ","USD","1.00","USD","-"
"WBD","WARNER BROS. DISCOVERY SERIES A","Communication","Equity","17,819,257.05","0.10","17,819,257.05","634,815.00","28.07","United States","NASDAQ","USD","1.00","USD","-"
"FLUT","FLUTTER ENTERTAINMENT PLC","Consumer Discretionary","Equity","17,817,773.04","0.10","17,817,773.04","182,634.00","97.56","United States","NYSE","USD","1.00","USD","-"
"LH","LABCORP HOLDINGS","Health Care","Equity","17,809,108.80","0.10","17,809,108.80","54,880.00","324.51","United States","NYSE","USD","1.00","USD","-"
"MDLZ","MONDELEZ INTERNATIONAL INC CLASS A","Consumer Staples","Equity","17,790,497.32","0.10","17,790,497.32","285,287.00","62.36","United States","NASDAQ","USD","1.00","USD","-"
"SUNB","SUNBELT RENTALS HOLDINGS INC","Industrials","Equity","17,736,602.50","0.10","17,736,602.50","245,150.00","72.35","United States","NYSE","USD","1.00","USD","-"
"BIIB","BIOGEN","Health Care","Equity","17,656,657.40","0.10","17,656,657.40","81,740.00","216.01","United States","NASDAQ","USD","1.00","USD","-"
"INCY","INCYTE CORP","Health Care","Equity","17,585,758.00","0.10","17,585,758.00","140,968.00","124.75","United States","NASDAQ","USD","1.00","USD","-"
"RIVN","RIVIAN AUTOMOTIVE INC CLASS A","Consumer Discretionary","Equity","17,533,278.59","0.10","17,533,278.59","1,151,233.00","15.23","United States","NASDAQ","USD","1.00","USD","-"
"URI","UNITED RENTALS","Industrials","Equity","17,500,700.00","0.10","17,500,700.00","17,392.00","1,006.25","United States","NYSE","USD","1.00","USD","-"
"ISRG","INTUITIVE SURGICAL","Health Care","Equity","17,412,927.21","0.10","17,412,927.21","45,549.00","382.29","United States","NASDAQ","USD","1.00","USD","-"
"ROK","ROCKWELL AUTOMATION INC","Industrials","Equity","17,345,315.68","0.10","17,345,315.68","41,804.00","414.92","United States","NYSE","USD","1.00","USD","-"
"SRE","SEMPRA","Utilities","Equity","17,290,661.20","0.10","17,290,661.20","211,636.00","81.70","United States","NYSE","USD","1.00","USD","-"
"WY","WEYERHAEUSER REIT","Real Estate","Equity","17,232,517.20","0.10","17,232,517.20","790,120.00","21.81","United States","NYSE","USD","1.00","USD","-"
"WDAY","WORKDAY CLASS A","Information Technology","Equity","17,138,357.28","0.10","17,138,357.28","91,278.00","187.76","United States","NASDAQ","USD","1.00","USD","-"
"YUM","YUM BRANDS","Consumer Discretionary","Equity","17,123,043.36","0.10","17,123,043.36","124,116.00","137.96","United States","NYSE","USD","1.00","USD","-"
"CEG","CONSTELLATION ENERGY CORP","Utilities","Equity","17,116,782.09","0.10","17,116,782.09","65,953.00","259.53","United States","NASDAQ","USD","1.00","USD","-"
"SYF","SYNCHRONY FINANCIAL","Financials","Equity","17,037,446.40","0.10","17,037,446.40","227,530.00","74.88","United States","NYSE","USD","1.00","USD","-"
"FIX","COMFORT SYSTEMS USA","Industrials","Equity","16,949,723.30","0.10","16,949,723.30","10,678.00","1,587.35","United States","NYSE","USD","1.00","USD","-"
"MRSH","MARSH","Financials","Equity","16,936,966.44","0.10","16,936,966.44","95,819.00","176.76","United States","NYSE","USD","1.00","USD","-"
"TPL","TEXAS PACIFIC LAND","Energy","Equity","16,918,193.52","0.10","16,918,193.52","48,536.00","348.57","United States","NYSE","USD","1.00","USD","-"
"WTW","WILLIS TOWERS WATSON","Financials","Equity","16,896,827.09","0.10","16,896,827.09","53,999.00","312.91","United States","NASDAQ","USD","1.00","USD","-"
"REGN","REGENERON PHARMACEUTICALS","Health Care","Equity","16,683,550.18","0.09","16,683,550.18","21,538.00","774.61","United States","NASDAQ","USD","1.00","USD","-"
"XPO","XPO","Industrials","Equity","16,672,549.54","0.09","16,672,549.54","95,594.00","174.41","United States","NYSE","USD","1.00","USD","-"
"IRM","IRON MOUNTAIN INC","Real Estate","Equity","16,637,340.35","0.09","16,637,340.35","148,349.00","112.15","United States","NYSE","USD","1.00","USD","-"
"EME","EMCOR GROUP","Industrials","Equity","16,620,842.42","0.09","16,620,842.42","22,477.00","739.46","United States","NYSE","USD","1.00","USD","-"
"PWR","QUANTA SERVICES INC","Industrials","Equity","16,573,171.36","0.09","16,573,171.36","26,762.00","619.28","United States","NYSE","USD","1.00","USD","-"
"DHI","D R HORTON","Consumer Discretionary","Equity","16,495,766.56","0.09","16,495,766.56","119,258.00","138.32","United States","NYSE","USD","1.00","USD","-"
"CDE","COEUR MINING","Materials","Equity","16,421,970.50","0.09","16,421,970.50","865,225.00","18.98","United States","NYSE","USD","1.00","USD","-"
"MPWR","MONOLITHIC POWER SYSTEMS INC","Information Technology","Equity","15,985,059.69","0.09","15,985,059.69","13,929.00","1,147.61","United States","NASDAQ","USD","1.00","USD","-"
"FERG","FERGUSON ENTERPRISES INC","Industrials","Equity","15,965,002.35","0.09","15,965,002.35","74,481.00","214.35","United States","NYSE","USD","1.00","USD","-"
"IR","INGERSOLL RAND INC","Industrials","Equity","15,945,908.08","0.09","15,945,908.08","223,207.00","71.44","United States","NYSE","USD","1.00","USD","-"
"ARES","ARES MANAGEMENT CLASS A","Financials","Equity","15,731,569.13","0.09","15,731,569.13","126,653.00","124.21","United States","NYSE","USD","1.00","USD","-"
"JBHT","JB HUNT TRANSPORT SERVICES","Industrials","Equity","15,703,958.01","0.09","15,703,958.01","66,337.00","236.73","United States","NASDAQ","USD","1.00","USD","-"
"LII","LENNOX INTERNATIONAL","Industrials","Equity","15,592,234.48","0.09","15,592,234.48","43,187.00","361.04","United States","NYSE","USD","1.00","USD","-"
"PYPL","PAYPAL HOLDINGS","Financials","Equity","15,585,556.35","0.09","15,585,556.35","295,685.00","52.71","United States","NASDAQ","USD","1.00","USD","-"
"FSLR","FIRST SOLAR","Information Technology","Equity","15,558,065.82","0.09","15,558,065.82","81,426.00","191.07","United States","NASDAQ","USD","1.00","USD","-"
"MDB","MONGODB CLASS A","Information Technology","Equity","15,484,885.64","0.09","15,484,885.64","41,146.00","376.34","United States","NASDAQ","USD","1.00","USD","-"
"DLTR","DOLLAR TREE INC","Consumer Staples","Equity","15,439,601.20","0.09","15,439,601.20","137,363.00","112.40","United States","NASDAQ","USD","1.00","USD","-"
"CIEN","CIENA","Information Technology","Equity","15,437,589.00","0.09","15,437,589.00","45,338.00","340.50","United States","NYSE","USD","1.00","USD","-"
"DECK","DECKERS OUTDOOR","Consumer Discretionary","Equity","15,419,162.68","0.09","15,419,162.68","197,783.00","77.96","United States","NYSE","USD","1.00","USD","-"
"RCL","ROYAL CARIBBEAN GROUP","Consumer Discretionary","Equity","15,300,203.52","0.09","15,300,203.52","60,256.00","253.92","United States","NYSE","USD","1.00","USD","-"
"RKLB","ROCKET LAB CORP","Industrials","Equity","15,210,286.00","0.09","15,210,286.00","238,780.00","63.70","United States","NASDAQ","USD","1.00","USD","-"
"AXON","AXON ENTERPRISE","Industrials","Equity","14,637,188.16","0.08","14,637,188.16","31,248.00","468.42","United States","NASDAQ","USD","1.00","USD","-"
"XTSLA","BLK CSH FND TREASURY SL AGENCY","Cash and/or Derivatives","Money Market","14,439,119.06","0.08","14,439,119.06","14,439,119.00","1.00","United States","-","USD","1.00","USD","-"
"CRDO","CREDO TECHNOLOGY GROUP HOLDING LTD","Information Technology","Equity","12,453,947.31","0.07","12,453,947.31","77,119.00","161.49","United States","NASDAQ","USD","1.00","USD","-"
"USD","USD CASH","Cash and/or Derivatives","Cash","7,717,471.78","0.04","7,717,471.78","7,717,472.00","100.00","United States","-","USD","1.00","USD","-"
"SGAFT","CASH COLLATERAL USD SGAFT","Cash and/or Derivatives","Cash Collateral and Margins","1,725,000.00","0.01","1,725,000.00","1,725,000.00","100.00","United States","-","USD","1.00","USD","Sep 01, 2016"
"HOLX","HOLOGIC INC","Health Care","Equity","2,070.94","0.00","2,070.94","207,094.00","0.01","United States","NO MARKET (E.G. UNLISTED)","USD","1.00","USD","-"
"ESZ6","S&P500 EMINI DEC 26","Cash and/or Derivatives","Futures","0.00","0.00","22,869,000.00","60.00","7,623.00","-","Index And Options Market","USD","1.00","USD","-"

