iShares ESG Optimized MSCI USA ETF
Fund Holdings as of,"Sep 16, 2026"
Inception Date,"Jan 24, 2005"
Shares Outstanding,"25,950,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"

Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"GPC","GENUINE PARTS","Consumer Discretionary","Equity","5,432,764.48","0.14","5,432,764.48","41,624.00","130.52","United States","NYSE","USD","1.00","USD","-"
"BBY","BEST BUY","Consumer Discretionary","Equity","5,357,015.25","0.13","5,357,015.25","57,945.00","92.45","United States","NYSE","USD","1.00","USD","-"
"RCL","ROYAL CARIBBEAN GROUP","Consumer Discretionary","Equity","5,110,647.84","0.13","5,110,647.84","20,127.00","253.92","United States","NYSE","USD","1.00","USD","-"
"XTSLA","BLK CSH FND TREASURY SL AGENCY","Cash and/or Derivatives","Money Market","5,030,143.35","0.13","5,030,143.35","5,030,143.00","1.00","United States","-","USD","1.00","USD","-"
"CARR","CARRIER GLOBAL","Industrials","Equity","5,006,841.50","0.13","5,006,841.50","92,275.00","54.26","United States","NYSE","USD","1.00","USD","-"
"EBAY","EBAY","Consumer Discretionary","Equity","4,931,863.92","0.12","4,931,863.92","45,176.00","109.17","United States","NASDAQ","USD","1.00","USD","-"
"TMO","THERMO FISHER SCIENTIFIC INC","Health Care","Equity","4,882,677.90","0.12","4,882,677.90","7,530.00","648.43","United States","NYSE","USD","1.00","USD","-"
"ROK","ROCKWELL AUTOMATION INC","Industrials","Equity","4,769,505.40","0.12","4,769,505.40","11,495.00","414.92","United States","NYSE","USD","1.00","USD","-"
"REGN","REGENERON PHARMACEUTICALS","Health Care","Equity","4,731,317.88","0.12","4,731,317.88","6,108.00","774.61","United States","NASDAQ","USD","1.00","USD","-"
"DDOG","DATADOG INC CLASS A","Information Technology","Equity","4,703,269.41","0.12","4,703,269.41","20,379.00","230.79","United States","NASDAQ","USD","1.00","USD","-"
"FITB","FIFTH THIRD BANCORP","Financials","Equity","4,696,040.82","0.12","4,696,040.82","89,602.00","52.41","United States","NYSE","USD","1.00","USD","-"
"ALNY","ALNYLAM PHARMACEUTICALS","Health Care","Equity","4,665,365.76","0.12","4,665,365.76","19,491.00","239.36","United States","NASDAQ","USD","1.00","USD","-"
"URI","UNITED RENTALS","Industrials","Equity","4,561,331.25","0.11","4,561,331.25","4,533.00","1,006.25","United States","NYSE","USD","1.00","USD","-"
"LITE","LUMENTUM HOLDINGS","Information Technology","Equity","4,558,385.20","0.11","4,558,385.20","4,958.00","919.40","United States","NASDAQ","USD","1.00","USD","-"
"IP","INTERNATIONAL PAPER","Materials","Equity","4,464,312.32","0.11","4,464,312.32","131,072.00","34.06","United States","NYSE","USD","1.00","USD","-"
"IRM","IRON MOUNTAIN INC","Real Estate","Equity","4,432,504.45","0.11","4,432,504.45","39,523.00","112.15","United States","NYSE","USD","1.00","USD","-"
"INSM","INSMED","Health Care","Equity","4,401,112.32","0.11","4,401,112.32","35,904.00","122.58","United States","NASDAQ","USD","1.00","USD","-"
"SUNB","SUNBELT RENTALS HOLDINGS INC","Industrials","Equity","4,394,249.60","0.11","4,394,249.60","60,736.00","72.35","United States","NYSE","USD","1.00","USD","-"
"APP","APPLOVIN CLASS A","Communication","Equity","4,351,412.00","0.11","4,351,412.00","13,325.00","326.56","United States","NASDAQ","USD","1.00","USD","-"
"KDP","KEURIG DR PEPPER INC","Consumer Staples","Equity","4,331,668.80","0.11","4,331,668.80","136,216.00","31.80","United States","NASDAQ","USD","1.00","USD","-"
"TROW","T ROWE PRICE GROUP","Financials","Equity","4,331,315.20","0.11","4,331,315.20","42,298.00","102.40","United States","NASDAQ","USD","1.00","USD","-"
"NUE","NUCOR","Materials","Equity","4,302,523.40","0.11","4,302,523.40","16,505.00","260.68","United States","NYSE","USD","1.00","USD","-"
"RPRX","ROYALTY PHARMA PLC CLASS A","Health Care","Equity","4,296,843.36","0.11","4,296,843.36","73,488.00","58.47","United States","NASDAQ","USD","1.00","USD","-"
"PWR","QUANTA SERVICES INC","Industrials","Equity","4,256,311.44","0.11","4,256,311.44","6,873.00","619.28","United States","NYSE","USD","1.00","USD","-"
"ULTA","ULTA BEAUTY INC","Consumer Discretionary","Equity","4,238,324.28","0.11","4,238,324.28","7,989.00","530.52","United States","NASDAQ","USD","1.00","USD","-"
"RIVN","RIVIAN AUTOMOTIVE INC CLASS A","Consumer Discretionary","Equity","4,101,439.00","0.10","4,101,439.00","269,300.00","15.23","United States","NASDAQ","USD","1.00","USD","-"
"MKC","MCCORMICK & CO NON-VOTING","Consumer Staples","Equity","4,078,838.74","0.10","4,078,838.74","81,479.00","50.06","United States","NYSE","USD","1.00","USD","-"
"CIEN","CIENA","Information Technology","Equity","4,063,186.50","0.10","4,063,186.50","11,933.00","340.50","United States","NYSE","USD","1.00","USD","-"
"BALL","BALL CORP","Materials","Equity","4,025,272.08","0.10","4,025,272.08","65,708.00","61.26","United States","NYSE","USD","1.00","USD","-"
"PPG","PPG INDUSTRIES","Materials","Equity","3,968,663.92","0.10","3,968,663.92","37,804.00","104.98","United States","NYSE","USD","1.00","USD","-"
"MSI","MOTOROLA SOLUTIONS INC","Information Technology","Equity","3,934,307.79","0.10","3,934,307.79","8,543.00","460.53","United States","NYSE","USD","1.00","USD","-"
"BMY","BRISTOL MYERS SQUIBB","Health Care","Equity","3,861,664.80","0.10","3,861,664.80","60,718.00","63.60","United States","NYSE","USD","1.00","USD","-"
"ORLY","OREILLY AUTOMOTIVE INC","Consumer Discretionary","Equity","3,766,018.40","0.09","3,766,018.40","45,005.00","83.68","United States","NASDAQ","USD","1.00","USD","Jan 01, 1970"
"XPO","XPO","Industrials","Equity","3,625,983.90","0.09","3,625,983.90","20,790.00","174.41","United States","NYSE","USD","1.00","USD","-"
"MPWR","MONOLITHIC POWER SYSTEMS INC","Information Technology","Equity","3,623,004.77","0.09","3,623,004.77","3,157.00","1,147.61","United States","NASDAQ","USD","1.00","USD","-"
"FSLR","FIRST SOLAR","Information Technology","Equity","3,526,005.78","0.09","3,526,005.78","18,454.00","191.07","United States","NASDAQ","USD","1.00","USD","-"
"PTC","PTC","Information Technology","Equity","3,514,956.84","0.09","3,514,956.84","26,799.00","131.16","United States","NASDAQ","USD","1.00","USD","-"
"TJX","TJX","Consumer Discretionary","Equity","3,489,761.56","0.09","3,489,761.56","28,409.00","122.84","United States","NYSE","USD","1.00","USD","-"
"CW","CURTISS WRIGHT","Industrials","Equity","3,476,103.92","0.09","3,476,103.92","6,098.00","570.04","United States","NYSE","USD","1.00","USD","-"
"HEI A","HEICO CLASS A","Industrials","Equity","3,453,183.73","0.09","3,453,183.73","15,529.00","222.37","United States","NYSE","USD","1.00","USD","-"
"RKLB","ROCKET LAB CORP","Industrials","Equity","3,447,444.00","0.09","3,447,444.00","54,120.00","63.70","United States","NASDAQ","USD","1.00","USD","-"
"SGAFT","CASH COLLATERAL USD SGAFT","Cash and/or Derivatives","Cash Collateral and Margins","405,000.00","0.01","405,000.00","405,000.00","100.00","United States","-","USD","1.00","USD","Sep 01, 2016"
"USD","USD CASH","Cash and/or Derivatives","Cash","133,891.42","0.00","133,891.42","133,891.00","100.00","United States","-","USD","1.00","USD","-"
"ESZ6","S&P500 EMINI DEC 26","Cash and/or Derivatives","Futures","0.00","0.00","5,336,100.00","14.00","7,623.00","-","Index And Options Market","USD","1.00","USD","-"

