iShares Core S&P 500 ETF
Fund Holdings as of,"Sep 16, 2026"
Inception Date,"May 15, 2000"
Shares Outstanding,"1,082,250,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"

Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"CI","CIGNA","Health Care","Equity","943,309,841.10","0.11","943,309,841.10","3,363,558.00","280.45","United States","NYSE","USD","1.00","USD","-"
"UPS","UNITED PARCEL SERVICE INC CLASS B","Industrials","Equity","937,546,865.71","0.11","937,546,865.71","9,492,223.00","98.77","United States","NYSE","USD","1.00","USD","-"
"SHW","SHERWIN WILLIAMS","Materials","Equity","937,470,261.94","0.11","937,470,261.94","2,916,289.00","321.46","United States","NYSE","USD","1.00","USD","-"
"MAR","MARRIOTT INTERNATIONAL CLASS A","Consumer Discretionary","Equity","932,121,688.94","0.11","932,121,688.94","2,782,702.00","334.97","United States","NASDAQ","USD","1.00","USD","-"
"CMI","CUMMINS INC","Industrials","Equity","925,458,660.00","0.11","925,458,660.00","1,754,424.00","527.50","United States","NYSE","USD","1.00","USD","-"
"SNPS","SYNOPSYS","Information Technology","Equity","921,779,202.27","0.11","921,779,202.27","2,435,541.00","378.47","United States","NASDAQ","USD","1.00","USD","-"
"ROST","ROSS STORES INC","Consumer Discretionary","Equity","920,769,560.00","0.11","920,769,560.00","4,095,950.00","224.80","United States","NASDAQ","USD","1.00","USD","-"
"LITE","LUMENTUM HOLDINGS","Information Technology","Equity","909,404,283.20","0.11","909,404,283.20","989,128.00","919.40","United States","NASDAQ","USD","1.00","USD","-"
"NSC","NORFOLK SOUTHERN CORP","Industrials","Equity","905,164,653.00","0.11","905,164,653.00","2,855,409.00","317.00","United States","NYSE","USD","1.00","USD","-"
"NOC","NORTHROP GRUMMAN CORP","Industrials","Equity","901,112,106.14","0.11","901,112,106.14","1,697,713.00","530.78","United States","NYSE","USD","1.00","USD","-"
"TGT","TARGET CORP","Consumer Staples","Equity","893,239,103.40","0.11","893,239,103.40","5,774,755.00","154.68","United States","NYSE","USD","1.00","USD","-"
"ABNB","AIRBNB CLASS A","Consumer Discretionary","Equity","890,134,739.20","0.11","890,134,739.20","5,313,920.00","167.51","United States","NASDAQ","USD","1.00","USD","-"
"ITW","ILLINOIS TOOL INC","Industrials","Equity","889,876,074.15","0.11","889,876,074.15","3,328,755.00","267.33","United States","NYSE","USD","1.00","USD","-"
"MCO","MOODYS CORP","Financials","Equity","888,803,031.60","0.11","888,803,031.60","1,910,172.00","465.30","United States","NYSE","USD","1.00","USD","-"
"CL","COLGATE-PALMOLIVE","Consumer Staples","Equity","885,358,100.82","0.11","885,358,100.82","10,174,191.00","87.02","United States","NYSE","USD","1.00","USD","-"
"HLT","HILTON WORLDWIDE HOLDINGS","Consumer Discretionary","Equity","884,608,136.88","0.11","884,608,136.88","2,894,376.00","305.63","United States","NYSE","USD","1.00","USD","-"
"WBD","WARNER BROS. DISCOVERY SERIES A","Communication","Equity","884,531,285.68","0.11","884,531,285.68","31,511,624.00","28.07","United States","NASDAQ","USD","1.00","USD","-"
"ECL","ECOLAB","Materials","Equity","882,673,817.76","0.11","882,673,817.76","3,220,497.00","274.08","United States","NYSE","USD","1.00","USD","-"
"ORLY","OREILLY AUTOMOTIVE INC","Consumer Discretionary","Equity","881,704,696.32","0.11","881,704,696.32","10,536,624.00","83.68","United States","NASDAQ","USD","1.00","USD","Jan 01, 1970"
"CTAS","CINTAS","Industrials","Equity","862,398,420.36","0.10","862,398,420.36","4,323,666.00","199.46","United States","NASDAQ","USD","1.00","USD","-"
"KKR","KKR AND CO INC","Financials","Equity","851,238,319.68","0.10","851,238,319.68","8,790,152.00","96.84","United States","NYSE","USD","1.00","USD","-"
"HCA","HCA HEALTHCARE","Health Care","Equity","849,822,053.08","0.10","849,822,053.08","1,974,356.00","430.43","United States","NYSE","USD","1.00","USD","-"
"FDX","FEDEX CORP","Industrials","Equity","842,057,072.32","0.10","842,057,072.32","2,790,856.00","301.72","United States","NYSE","USD","1.00","USD","-"
"SPG","SIMON PROPERTY GROUP REIT INC","Real Estate","Equity","836,709,849.48","0.10","836,709,849.48","4,122,942.00","202.94","United States","NYSE","USD","1.00","USD","-"
"HON","HONEYWELL INTERNATIONAL INC","Industrials","Equity","836,510,755.86","0.10","836,510,755.86","4,028,271.00","207.66","United States","NASDAQ","USD","1.00","USD","-"
"AEP","AMERICAN ELECTRIC POWER INC","Utilities","Equity","834,943,195.89","0.10","834,943,195.89","6,918,081.00","120.69","United States","NASDAQ","USD","1.00","USD","-"
"BSX","BOSTON SCIENTIFIC CORP","Health Care","Equity","829,823,562.62","0.10","829,823,562.62","18,898,282.00","43.91","United States","NYSE","USD","1.00","USD","-"
"ALL","ALLSTATE CORP","Financials","Equity","819,876,405.90","0.10","819,876,405.90","3,217,094.00","254.85","United States","NYSE","USD","1.00","USD","-"
"AON","AON PLC CLASS A","Financials","Equity","816,207,753.81","0.10","816,207,753.81","2,715,533.00","300.57","United States","NYSE","USD","1.00","USD","-"
"APD","AIR PRODUCTS AND CHEMICALS","Materials","Equity","812,774,867.32","0.10","812,774,867.32","2,831,179.00","287.08","United States","NYSE","USD","1.00","USD","-"
"MNST","MONSTER BEVERAGE","Consumer Staples","Equity","809,165,051.82","0.10","809,165,051.82","18,154,926.00","44.57","United States","NASDAQ","USD","1.00","USD","-"
"RCL","ROYAL CARIBBEAN GROUP","Consumer Discretionary","Equity","805,268,684.16","0.10","805,268,684.16","3,171,348.00","253.92","United States","NYSE","USD","1.00","USD","-"
"URI","UNITED RENTALS","Industrials","Equity","801,366,431.25","0.10","801,366,431.25","796,389.00","1,006.25","United States","NYSE","USD","1.00","USD","-"
"DLR","DIGITAL REALTY TRUST REIT","Real Estate","Equity","800,666,552.34","0.10","800,666,552.34","4,421,862.00","181.07","United States","NYSE","USD","1.00","USD","-"
"AJG","ARTHUR J GALLAGHER","Financials","Equity","796,260,564.24","0.10","796,260,564.24","3,266,308.00","243.78","United States","NYSE","USD","1.00","USD","-"
"PCAR","PACCAR INC","Industrials","Equity","791,086,863.00","0.10","791,086,863.00","6,691,650.00","118.22","United States","NASDAQ","USD","1.00","USD","-"
"COR","CENCORA","Health Care","Equity","787,895,426.50","0.10","787,895,426.50","2,473,769.00","318.50","United States","NYSE","USD","1.00","USD","-"
"TRGP","TARGA RESOURCES","Energy","Equity","777,206,244.34","0.09","777,206,244.34","2,729,242.00","284.77","United States","NYSE","USD","1.00","USD","-"
"TDG","TRANSDIGM GROUP","Industrials","Equity","767,899,884.06","0.09","767,899,884.06","710,946.00","1,080.11","United States","NYSE","USD","1.00","USD","-"
"TFC","TRUIST FINANCIAL","Financials","Equity","767,318,518.68","0.09","767,318,518.68","15,840,597.00","48.44","United States","NYSE","USD","1.00","USD","-"
"KMI","KINDER MORGAN","Energy","Equity","764,967,421.40","0.09","764,967,421.40","24,893,180.00","30.73","United States","NYSE","USD","1.00","USD","-"
"NUE","NUCOR","Materials","Equity","754,808,845.84","0.09","754,808,845.84","2,895,538.00","260.68","United States","NYSE","USD","1.00","USD","-"
"TEL","TE CONNECTIVITY PLC","Information Technology","Equity","750,383,409.00","0.09","750,383,409.00","3,711,095.00","202.20","United States","NYSE","USD","1.00","USD","-"
"OKE","ONEOK","Energy","Equity","742,587,996.60","0.09","742,587,996.60","8,010,658.00","92.70","United States","NYSE","USD","1.00","USD","-"
"CRH","CRH PUBLIC LIMITED PLC","Materials","Equity","736,592,275.80","0.09","736,592,275.80","8,495,874.00","86.70","United States","NYSE","USD","1.00","USD","-"
"APO","APOLLO GLOBAL MANAGEMENT","Financials","Equity","730,270,444.89","0.09","730,270,444.89","5,864,213.00","124.53","United States","NYSE","USD","1.00","USD","-"
"COHR","COHERENT","Information Technology","Equity","721,234,216.95","0.09","721,234,216.95","2,487,615.00","289.93","United States","NYSE","USD","1.00","USD","-"
"MPWR","MONOLITHIC POWER SYSTEMS INC","Information Technology","Equity","717,076,075.23","0.09","717,076,075.23","624,843.00","1,147.61","United States","NASDAQ","USD","1.00","USD","-"
"FAST","FASTENAL","Industrials","Equity","715,686,497.30","0.09","715,686,497.30","14,596,910.00","49.03","United States","NASDAQ","USD","1.00","USD","-"
"BKR","BAKER HUGHES CLASS A","Energy","Equity","710,400,993.28","0.09","710,400,993.28","12,613,654.00","56.32","United States","NASDAQ","USD","1.00","USD","-"
"D","DOMINION ENERGY","Utilities","Equity","710,169,709.14","0.09","710,169,709.14","11,182,014.00","63.51","United States","NYSE","USD","1.00","USD","-"
"DVN","DEVON ENERGY","Energy","Equity","710,084,042.92","0.09","710,084,042.92","14,659,043.00","48.44","United States","NYSE","USD","1.00","USD","-"
"FIX","COMFORT SYSTEMS USA","Industrials","Equity","709,051,784.15","0.09","709,051,784.15","446,689.00","1,587.35","United States","NYSE","USD","1.00","USD","-"
"NXPI","NXP SEMICONDUCTORS NV","Information Technology","Equity","702,971,566.82","0.08","702,971,566.82","3,210,209.00","218.98","United States","NASDAQ","USD","1.00","USD","-"
"KEYS","KEYSIGHT TECHNOLOGIES","Information Technology","Equity","702,281,967.16","0.08","702,281,967.16","2,180,729.00","322.04","United States","NYSE","USD","1.00","USD","-"
"GWW","WW GRAINGER INC","Industrials","Equity","694,794,814.62","0.08","694,794,814.62","552,187.00","1,258.26","United States","NYSE","USD","1.00","USD","-"
"CAH","CARDINAL HEALTH","Health Care","Equity","692,464,588.20","0.08","692,464,588.20","2,977,830.00","232.54","United States","NYSE","USD","1.00","USD","-"
"CTVA","CORTEVA","Materials","Equity","688,874,286.71","0.08","688,874,286.71","8,503,571.00","81.01","United States","NYSE","USD","1.00","USD","-"
"AFL","AFLAC","Financials","Equity","680,345,126.94","0.08","680,345,126.94","5,824,374.00","116.81","United States","NYSE","USD","1.00","USD","-"
"TER","TERADYNE","Information Technology","Equity","679,025,642.30","0.08","679,025,642.30","1,990,402.00","341.15","United States","NASDAQ","USD","1.00","USD","-"
"SRE","SEMPRA","Utilities","Equity","679,053,226.50","0.08","679,053,226.50","8,311,545.00","81.70","United States","NYSE","USD","1.00","USD","-"
"O","REALTY INCOME REIT","Real Estate","Equity","677,571,485.85","0.08","677,571,485.85","11,856,019.00","57.15","United States","NYSE","USD","1.00","USD","-"
"AME","AMETEK INC","Industrials","Equity","676,644,150.77","0.08","676,644,150.77","2,914,183.00","232.19","United States","NYSE","USD","1.00","USD","-"
"MET","METLIFE","Financials","Equity","668,176,130.37","0.08","668,176,130.37","6,872,119.00","97.23","United States","NYSE","USD","1.00","USD","-"
"F","FORD MOTOR CO","Consumer Discretionary","Equity","664,328,120.10","0.08","664,328,120.10","49,762,406.00","13.35","United States","NYSE","USD","1.00","USD","-"
"HONA","HONEYWELL AEROSPACE INC","Industrials","Equity","661,361,532.78","0.08","661,361,532.78","4,028,271.00","164.18","United States","NASDAQ","USD","1.00","USD","-"
"MRNA","MODERNA","Health Care","Equity","653,833,217.52","0.08","653,833,217.52","4,489,996.00","145.62","United States","NASDAQ","USD","1.00","USD","-"
"EW","EDWARDS LIFESCIENCES","Health Care","Equity","653,607,005.76","0.08","653,607,005.76","7,320,867.00","89.28","United States","NYSE","USD","1.00","USD","-"
"DAL","DELTA AIR LINES","Industrials","Equity","646,944,505.09","0.08","646,944,505.09","8,308,007.00","77.87","United States","NYSE","USD","1.00","USD","-"
"STT","STATE STREET","Financials","Equity","643,640,097.80","0.08","643,640,097.80","3,519,082.00","182.90","United States","NYSE","USD","1.00","USD","-"
"BDX","BECTON DICKINSON","Health Care","Equity","637,088,380.05","0.08","637,088,380.05","3,503,373.00","181.85","United States","NYSE","USD","1.00","USD","-"
"PSA","PUBLIC STORAGE REIT","Real Estate","Equity","628,333,492.76","0.08","628,333,492.76","2,132,257.00","294.68","United States","NYSE","USD","1.00","USD","-"
"AMP","AMERIPRISE FINANCE INC","Financials","Equity","618,163,497.22","0.07","618,163,497.22","1,142,927.00","540.86","United States","NYSE","USD","1.00","USD","-"
"EBAY","EBAY","Consumer Discretionary","Equity","616,301,440.29","0.07","616,301,440.29","5,645,337.00","109.17","United States","NASDAQ","USD","1.00","USD","-"
"CIEN","CIENA","Information Technology","Equity","612,142,387.50","0.07","612,142,387.50","1,797,775.00","340.50","United States","NYSE","USD","1.00","USD","-"
"FITB","FIFTH THIRD BANCORP","Financials","Equity","603,931,698.15","0.07","603,931,698.15","11,523,215.00","52.41","United States","NYSE","USD","1.00","USD","-"
"AZO","AUTOZONE","Consumer Discretionary","Equity","597,047,671.44","0.07","597,047,671.44","209,561.00","2,849.04","United States","NYSE","USD","1.00","USD","-"
"WAB","WESTINGHOUSE AIR BRAKE TECHNOLOGIE","Industrials","Equity","596,281,264.39","0.07","596,281,264.39","2,157,547.00","276.37","United States","NYSE","USD","1.00","USD","-"
"ETR","ENTERGY CORP","Utilities","Equity","595,694,863.92","0.07","595,694,863.92","5,821,881.00","102.32","United States","NYSE","USD","1.00","USD","-"
"CVNA","CARVANA CLASS A","Consumer Discretionary","Equity","595,618,793.40","0.07","595,618,793.40","9,107,321.00","65.40","United States","NYSE","USD","1.00","USD","-"
"LHX","L3HARRIS TECHNOLOGIES","Industrials","Equity","593,901,510.30","0.07","593,901,510.30","2,368,595.00","250.74","United States","NYSE","USD","1.00","USD","-"
"ADSK","AUTODESK","Information Technology","Equity","591,480,577.15","0.07","591,480,577.15","2,684,765.00","220.31","United States","NASDAQ","USD","1.00","USD","-"
"PYPL","PAYPAL HOLDINGS","Financials","Equity","591,166,580.34","0.07","591,166,580.34","11,215,454.00","52.71","United States","NASDAQ","USD","1.00","USD","-"
"HUM","HUMANA","Health Care","Equity","587,330,094.96","0.07","587,330,094.96","1,526,643.00","384.72","United States","NYSE","USD","1.00","USD","-"
"ROK","ROCKWELL AUTOMATION INC","Industrials","Equity","587,089,394.32","0.07","587,089,394.32","1,414,946.00","414.92","United States","NYSE","USD","1.00","USD","-"
"VMRK","VIVMARK RESIDENTIAL","Real Estate","Equity","584,503,988.86","0.07","584,503,988.86","9,279,314.00","62.99","United States","NYSE","USD","1.00","USD","-"
"GRMN","GARMIN","Consumer Discretionary","Equity","577,177,229.07","0.07","577,177,229.07","2,084,199.00","276.93","United States","NYSE","USD","1.00","USD","-"
"XEL","XCEL ENERGY INC","Utilities","Equity","577,105,595.77","0.07","577,105,595.77","7,937,087.00","72.71","United States","NASDAQ","USD","1.00","USD","-"
"IQV","IQVIA HOLDINGS","Health Care","Equity","570,461,309.08","0.07","570,461,309.08","2,122,094.00","268.82","United States","NYSE","USD","1.00","USD","-"
"VST","VISTRA","Utilities","Equity","565,754,853.20","0.07","565,754,853.20","4,029,880.00","140.39","United States","NYSE","USD","1.00","USD","-"
"RSG","REPUBLIC SERVICES INC","Industrials","Equity","558,870,953.20","0.07","558,870,953.20","2,542,634.00","219.80","United States","NYSE","USD","1.00","USD","-"
"A","AGILENT TECHNOLOGIES INC","Health Care","Equity","552,227,534.94","0.07","552,227,534.94","3,593,126.00","153.69","United States","NYSE","USD","1.00","USD","-"
"EXC","EXELON CORP","Utilities","Equity","552,125,004.92","0.07","552,125,004.92","13,009,543.00","42.44","United States","NASDAQ","USD","1.00","USD","-"
"KDP","KEURIG DR PEPPER INC","Consumer Staples","Equity","550,103,652.60","0.07","550,103,652.60","17,298,857.00","31.80","United States","NASDAQ","USD","1.00","USD","-"
"CMG","CHIPOTLE MEXICAN GRILL","Consumer Discretionary","Equity","549,301,164.56","0.07","549,301,164.56","16,309,417.00","33.68","United States","NYSE","USD","1.00","USD","-"
"OXY","OCCIDENTAL PETROLEUM CORP","Energy","Equity","548,010,570.24","0.07","548,010,570.24","9,231,984.00","59.36","United States","NYSE","USD","1.00","USD","-"
"NKE","NIKE CLASS B","Consumer Discretionary","Equity","545,676,128.60","0.07","545,676,128.60","15,250,870.00","35.78","United States","NYSE","USD","1.00","USD","-"
"VTR","VENTAS REIT","Real Estate","Equity","545,250,444.17","0.07","545,250,444.17","6,181,277.00","88.21","United States","NYSE","USD","1.00","USD","-"
"CARR","CARRIER GLOBAL","Industrials","Equity","538,620,300.30","0.07","538,620,300.30","9,926,655.00","54.26","United States","NYSE","USD","1.00","USD","-"
"FERG","FERGUSON ENTERPRISES INC","Industrials","Equity","528,458,490.00","0.06","528,458,490.00","2,465,400.00","214.35","United States","NYSE","USD","1.00","USD","-"
"WAT","WATERS CORP","Health Care","Equity","522,625,152.32","0.06","522,625,152.32","1,248,388.00","418.64","United States","NYSE","USD","1.00","USD","-"
"XYZ","BLOCK CLASS A","Financials","Equity","521,456,421.80","0.06","521,456,421.80","6,804,860.00","76.63","United States","NYSE","USD","1.00","USD","-"
"ADM","ARCHER DANIELS MIDLAND","Consumer Staples","Equity","520,873,965.00","0.06","520,873,965.00","6,127,929.00","85.00","United States","NYSE","USD","1.00","USD","-"
"PRU","PRUDENTIAL FINANCIAL INC","Financials","Equity","516,347,708.80","0.06","516,347,708.80","4,411,720.00","117.04","United States","NYSE","USD","1.00","USD","-"
"CBRE","CBRE GROUP CLASS A","Real Estate","Equity","515,863,175.36","0.06","515,863,175.36","3,723,031.00","138.56","United States","NYSE","USD","1.00","USD","-"
"IDXX","IDEXX LABORATORIES","Health Care","Equity","515,179,350.32","0.06","515,179,350.32","1,003,036.00","513.62","United States","NASDAQ","USD","1.00","USD","-"
"AIG","AMERICAN INTERNATIONAL GROUP","Financials","Equity","512,817,461.23","0.06","512,817,461.23","6,741,389.00","76.07","United States","NYSE","USD","1.00","USD","-"
"VEEV","VEEVA SYSTEMS CLASS A","Health Care","Equity","505,677,146.40","0.06","505,677,146.40","1,908,936.00","264.90","United States","NYSE","USD","1.00","USD","-"
"FLEX","FLEX LTD","Information Technology","Equity","504,387,074.10","0.06","504,387,074.10","4,674,579.00","107.90","United States","NASDAQ","USD","1.00","USD","-"
"NDAQ","NASDAQ INC","Financials","Equity","504,189,552.44","0.06","504,189,552.44","5,680,369.00","88.76","United States","NASDAQ","USD","1.00","USD","-"
"MSCI","MSCI","Financials","Equity","500,344,826.59","0.06","500,344,826.59","925,519.00","540.61","United States","NYSE","USD","1.00","USD","-"
"ED","CONSOLIDATED EDISON","Utilities","Equity","493,966,810.26","0.06","493,966,810.26","4,685,703.00","105.42","United States","NYSE","USD","1.00","USD","-"
"IBKR","INTERACTIVE BROKERS GROUP INC CLAS","Financials","Equity","491,317,652.18","0.06","491,317,652.18","5,664,257.00","86.74","United States","NASDAQ","USD","1.00","USD","-"
"WDAY","WORKDAY CLASS A","Information Technology","Equity","486,298,775.52","0.06","486,298,775.52","2,590,002.00","187.76","United States","NASDAQ","USD","1.00","USD","-"
"YUM","YUM BRANDS","Consumer Discretionary","Equity","483,465,092.56","0.06","483,465,092.56","3,504,386.00","137.96","United States","NYSE","USD","1.00","USD","-"
"ROP","ROPER TECHNOLOGIES","Information Technology","Equity","482,277,028.12","0.06","482,277,028.12","1,283,266.00","375.82","United States","NASDAQ","USD","1.00","USD","-"
"NTAP","NETAPP INC","Information Technology","Equity","480,471,771.78","0.06","480,471,771.78","2,509,122.00","191.49","United States","NASDAQ","USD","1.00","USD","-"
"AXON","AXON ENTERPRISE","Industrials","Equity","480,080,379.06","0.06","480,080,379.06","1,024,893.00","468.42","United States","NASDAQ","USD","1.00","USD","-"
"FANG","DIAMONDBACK ENERGY","Energy","Equity","480,140,672.28","0.06","480,140,672.28","2,468,082.00","194.54","United States","NASDAQ","USD","1.00","USD","-"
"MCHP","MICROCHIP TECHNOLOGY INC","Information Technology","Equity","478,790,612.76","0.06","478,790,612.76","6,880,164.00","69.59","United States","NASDAQ","USD","1.00","USD","-"
"PAYX","PAYCHEX","Industrials","Equity","478,537,176.56","0.06","478,537,176.56","4,099,873.00","116.72","United States","NASDAQ","USD","1.00","USD","-"
"SYY","SYSCO","Consumer Staples","Equity","478,558,059.36","0.06","478,558,059.36","6,080,016.00","78.71","United States","NYSE","USD","1.00","USD","-"
"HIG","HARTFORD INSURANCE GROUP","Financials","Equity","470,318,661.54","0.06","470,318,661.54","3,485,391.00","134.94","United States","NYSE","USD","1.00","USD","-"
"TTWO","TAKE TWO INTERACTIVE SOFTWARE","Communication","Equity","468,762,641.68","0.06","468,762,641.68","2,213,128.00","211.81","United States","NASDAQ","USD","1.00","USD","-"
"COIN","COINBASE GLOBAL INC CLASS A","Financials","Equity","465,235,102.55","0.06","465,235,102.55","2,828,005.00","164.51","United States","NASDAQ","USD","1.00","USD","-"
"DHI","D R HORTON","Consumer Discretionary","Equity","463,808,261.28","0.06","463,808,261.28","3,353,154.00","138.32","United States","NYSE","USD","1.00","USD","-"
"PEG","PUBLIC SERVICE ENTERPRISE GROUP","Utilities","Equity","445,973,512.89","0.05","445,973,512.89","6,335,751.00","70.39","United States","NYSE","USD","1.00","USD","-"
"KR","KROGER","Consumer Staples","Equity","440,939,845.80","0.05","440,939,845.80","7,211,970.00","61.14","United States","NYSE","USD","1.00","USD","-"
"UAL","UNITED AIRLINES HOLDINGS","Industrials","Equity","438,651,308.30","0.05","438,651,308.30","4,126,541.00","106.30","United States","NASDAQ","USD","1.00","USD","-"
"KVUE","KENVUE","Consumer Staples","Equity","435,267,332.91","0.05","435,267,332.91","24,412,077.00","17.83","United States","NYSE","USD","1.00","USD","-"
"ACGL","ARCH CAPITAL GROUP","Financials","Equity","429,032,225.57","0.05","429,032,225.57","4,424,381.00","96.97","United States","NASDAQ","USD","1.00","USD","-"
"DXCM","DEXCOM INC","Health Care","Equity","428,501,656.22","0.05","428,501,656.22","4,906,133.00","87.34","United States","NASDAQ","USD","1.00","USD","-"
"WEC","WEC ENERGY GROUP","Utilities","Equity","428,139,379.32","0.05","428,139,379.32","4,141,414.00","103.38","United States","NYSE","USD","1.00","USD","-"
"IRM","IRON MOUNTAIN INC","Real Estate","Equity","424,262,440.65","0.05","424,262,440.65","3,782,991.00","112.15","United States","NYSE","USD","1.00","USD","-"
"RMD","RESMED","Health Care","Equity","420,947,551.75","0.05","420,947,551.75","1,844,239.00","228.25","United States","NYSE","USD","1.00","USD","-"
"MTB","M&T BANK","Financials","Equity","420,824,291.72","0.05","420,824,291.72","1,861,972.00","226.01","United States","NYSE","USD","1.00","USD","-"
"EME","EMCOR GROUP","Industrials","Equity","417,874,761.68","0.05","417,874,761.68","565,108.00","739.46","United States","NYSE","USD","1.00","USD","-"
"EXPE","EXPEDIA GROUP","Consumer Discretionary","Equity","417,705,496.84","0.05","417,705,496.84","1,455,572.00","286.97","United States","NASDAQ","USD","1.00","USD","-"
"NTRS","NORTHERN TRUST","Financials","Equity","415,558,318.08","0.05","415,558,318.08","2,352,572.00","176.64","United States","NASDAQ","USD","1.00","USD","-"
"KMB","KIMBERLY CLARK","Consumer Staples","Equity","414,037,818.90","0.05","414,037,818.90","4,220,569.00","98.10","United States","NASDAQ","USD","1.00","USD","-"
"STLD","STEEL DYNAMICS INC","Materials","Equity","410,636,098.08","0.05","410,636,098.08","1,723,696.00","238.23","United States","NASDAQ","USD","1.00","USD","-"
"HBAN","HUNTINGTON BANCSHARES INC","Financials","Equity","407,744,869.84","0.05","407,744,869.84","25,774,012.00","15.82","United States","NASDAQ","USD","1.00","USD","-"
"CCI","CROWN CASTLE INC","Real Estate","Equity","406,304,003.70","0.05","406,304,003.70","5,549,085.00","73.22","United States","NYSE","USD","1.00","USD","-"
"ODFL","OLD DOMINION FREIGHT LINE","Industrials","Equity","405,703,637.76","0.05","405,703,637.76","2,326,816.00","174.36","United States","NASDAQ","USD","1.00","USD","-"
"BIIB","BIOGEN","Health Care","Equity","405,503,260.43","0.05","405,503,260.43","1,877,243.00","216.01","United States","NASDAQ","USD","1.00","USD","-"
"VMC","VULCAN MATERIALS","Materials","Equity","403,009,495.00","0.05","403,009,495.00","1,649,650.00","244.30","United States","NYSE","USD","1.00","USD","-"
"EQT","EQT","Energy","Equity","400,888,448.78","0.05","400,888,448.78","7,952,558.00","50.41","United States","NYSE","USD","1.00","USD","-"
"JBL","JABIL","Information Technology","Equity","398,696,037.48","0.05","398,696,037.48","1,341,327.00","297.24","United States","NYSE","USD","1.00","USD","-"
"CNC","CENTENE CORP","Health Care","Equity","393,698,822.30","0.05","393,698,822.30","5,964,230.00","66.01","United States","NYSE","USD","1.00","USD","-"
"ZTS","ZOETIS INC CLASS A","Health Care","Equity","389,096,570.00","0.05","389,096,570.00","5,330,090.00","73.00","United States","NYSE","USD","1.00","USD","-"
"HPQ","HP INC","Information Technology","Equity","380,236,875.30","0.05","380,236,875.30","11,628,039.00","32.70","United States","NYSE","USD","1.00","USD","-"
"MLM","MARTIN MARIETTA MATERIALS","Materials","Equity","379,280,730.84","0.05","379,280,730.84","763,509.00","496.76","United States","NYSE","USD","1.00","USD","-"
"WTW","WILLIS TOWERS WATSON","Financials","Equity","375,781,128.84","0.05","375,781,128.84","1,200,924.00","312.91","United States","NASDAQ","USD","1.00","USD","-"
"PCG","PG&E CORP","Utilities","Equity","373,805,059.65","0.05","373,805,059.65","28,000,379.00","13.35","United States","NYSE","USD","1.00","USD","-"
"CTSH","COGNIZANT TECHNOLOGY SOLUTIONS CLA","Information Technology","Equity","372,645,013.00","0.05","372,645,013.00","6,024,980.00","61.85","United States","NASDAQ","USD","1.00","USD","-"
"GEHC","GE HEALTHCARE TECHNOLOGIES","Health Care","Equity","367,207,303.47","0.04","367,207,303.47","5,783,703.00","63.49","United States","NASDAQ","USD","1.00","USD","-"
"HAL","HALLIBURTON","Energy","Equity","366,552,796.40","0.04","366,552,796.40","10,621,640.00","34.51","United States","NYSE","USD","1.00","USD","-"
"EXR","EXTRA SPACE STORAGE REIT","Real Estate","Equity","366,480,312.45","0.04","366,480,312.45","2,686,215.00","136.43","United States","NYSE","USD","1.00","USD","-"
"CCL","CARNIVAL CORP LTD","Consumer Discretionary","Equity","365,569,719.45","0.04","365,569,719.45","16,356,587.00","22.35","United States","NYSE","USD","1.00","USD","-"
"RJF","RAYMOND JAMES","Financials","Equity","362,942,019.72","0.04","362,942,019.72","2,205,396.00","164.57","United States","NYSE","USD","1.00","USD","-"
"AEE","AMEREN","Utilities","Equity","362,586,837.76","0.04","362,586,837.76","3,518,894.00","103.04","United States","NYSE","USD","1.00","USD","-"
"CFG","CITIZENS FINANCIAL GROUP INC","Financials","Equity","359,393,934.36","0.04","359,393,934.36","5,376,929.00","66.84","United States","NYSE","USD","1.00","USD","-"
"MTD","METTLER TOLEDO","Health Care","Equity","354,498,423.63","0.04","354,498,423.63","257,127.00","1,378.69","United States","NYSE","USD","1.00","USD","-"
"TDY","TELEDYNE TECHNOLOGIES INC","Information Technology","Equity","354,101,999.00","0.04","354,101,999.00","589,090.00","601.10","United States","NYSE","USD","1.00","USD","-"
"CBOE","CBOE GLOBAL MARKETS","Financials","Equity","353,696,208.29","0.04","353,696,208.29","1,307,903.00","270.43","United States","Cboe BZX","USD","1.00","USD","-"
"DGX","QUEST DIAGNOSTICS INC","Health Care","Equity","347,431,294.92","0.04","347,431,294.92","1,406,149.00","247.08","United States","NYSE","USD","1.00","USD","-"
"CPRT","COPART INC","Industrials","Equity","347,290,454.54","0.04","347,290,454.54","11,268,347.00","30.82","United States","NASDAQ","USD","1.00","USD","-"
"DTE","DTE ENERGY","Utilities","Equity","345,709,734.10","0.04","345,709,734.10","2,645,063.00","130.70","United States","NYSE","USD","1.00","USD","-"
"DG","DOLLAR GENERAL CORP","Consumer Staples","Equity","344,443,253.24","0.04","344,443,253.24","2,800,124.00","123.01","United States","NYSE","USD","1.00","USD","-"
"LYV","LIVE NATION ENTERTAINMENT","Communication","Equity","344,323,314.41","0.04","344,323,314.41","2,012,057.00","171.13","United States","NYSE","USD","1.00","USD","-"
